"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"YUM","Yum Brands Inc","Common stocks","Large cap","Consumer Discretionary","$34,928,910,189","1.64%","USA","Analyze"
"SBAC","SBA Communications Corporation","REITs","Large cap","Real Estate","$34,891,873,348","0.65%","USA","Analyze"
"CSGP","Costar Group Inc","Common stocks","Large cap","Industrials","$34,858,981,908","0.00%","USA","Analyze"
"GLW","Corning Inc","Common stocks","Large cap","Information Technology","$34,820,494,429","2.23%","USA","Analyze"
"RSG","Republic Services Inc","Common stocks","Large cap","Industrials","$34,710,835,117","1.53%","USA","Analyze"
"HLT","Hilton Worldwide Holdings Inc","Common stocks","Large cap","Consumer Discretionary","$34,671,877,715","0.00%","USA","Analyze"
"ZBH","Zimmer Biomet Holdings Inc","Common stocks","Large cap","Health Care","$34,576,756,451","0.58%","USA","Analyze"
"ADM","Archer-Daniels-Midland Company","Common stocks","Large cap","Consumer Staples","$34,337,831,681","2.35%","USA","Analyze"
"LYB","Lyondellbasell Industries NV","Common stocks","Large cap","Materials","$34,077,355,807","4.15%","USA","Analyze"
"VLO","Valero Energy Corp","Common stocks","Large cap","Energy","$33,555,121,945","4.67%","USA","Analyze"
"ROK","Rockwell Automation Inc","Common stocks","Large cap","Industrials","$33,156,147,160","1.47%","USA","Analyze"
"SWK","Stanley Black & Decker Inc","Common stocks","Large cap","Industrials","$33,077,358,177","1.36%","USA","Analyze"
"PTON","Peloton Interactive, Inc. Class A","Common stocks","Large cap","Consumer Discretionary","$32,649,752,539","0.00%","USA","Analyze"
"CTVA","Corteva, Inc.","Common stocks","Large cap","Materials","$32,550,380,160","1.17%","USA","Analyze"
"WMB","Williams Inc","Common stocks","Large cap","Energy","$32,531,335,787","5.91%","USA","Analyze"
"VFC","VF Corp","Common stocks","Large cap","Consumer Discretionary","$32,518,482,851","2.33%","USA","Analyze"
"FRC","First Republic Bank","Common stocks","Large cap","Financials","$32,486,661,900","0.43%","USA","Analyze"
"XLNX","Xilinx Inc","Common stocks","Large cap","Information Technology","$32,485,234,757","0.57%","USA","Analyze"
"LUV","Southwest Airlines","Common stocks","Large cap","Industrials","$32,255,083,554","0.00%","USA","Analyze"
"NET","Cloudflare, Inc. Class A","Common stocks","Large cap","Information Technology","$32,217,332,000","0.00%","USA","Analyze"
"LBRDA","Liberty Broadband Corp Series A","Common stocks","Large cap","Communication Services","$32,177,720,371","0.00%","USA","Analyze"
"LBRDK","Liberty Broadband Corp Series C","Common stocks","Large cap","Communication Services","$32,177,720,371","0.00%","USA","Analyze"
"DHI","D R Horton Inc","Common stocks","Large cap","Consumer Discretionary","$32,028,961,374","0.87%","USA","Analyze"
"AZO","Autozone Inc","Common stocks","Large cap","Consumer Discretionary","$31,870,505,291","0.00%","USA","Analyze"
"CPRT","Copart Inc","Common stocks","Large cap","Industrials","$31,531,182,213","0.00%","USA","Analyze"
"MTD","Mettler Toledo Inc","Common stocks","Large cap","Health Care","$31,460,722,580","0.00%","USA","Analyze"
"CCL","Carnival Corp","Common stocks","Large cap","Consumer Discretionary","$31,055,239,150","0.00%","USA","Analyze"
"PCAR","Paccar Inc","Common stocks","Large cap","Industrials","$30,889,976,205","1.45%","USA","Analyze"
"AME","Ametek Inc","Common stocks","Large cap","Industrials","$30,862,347,872","0.57%","USA","Analyze"
"U","Unity Software Inc.","Common stocks","Large cap","Information Technology","$30,777,819,781","0.00%","USA","Analyze"
"OXY","Occidental Petroleum Corp","Common stocks","Large cap","Energy","$30,718,808,923","0.12%","USA","Analyze"
"SIVB","SVB Financial Group","Common stocks","Large cap","Financials","$30,672,302,709","0.00%","USA","Analyze"
"WLTW","Willis Towers Watson PLC","Common stocks","Large cap","Financials","$30,374,025,096","1.47%","USA","Analyze"
"MCK","Mckesson Corp","Common stocks","Large cap","Health Care","$30,267,362,241","0.87%","USA","Analyze"
"PEG","Public Service Enterprise Group Inc","Common stocks","Large cap","Utilities","$30,258,015,201","3.30%","USA","Analyze"
"ZS","Zscaler Inc","Common stocks","Large cap","Information Technology","$29,978,239,676","0.00%","USA","Analyze"
"ANSS","Ansys Inc","Common stocks","Large cap","Information Technology","$29,934,822,294","0.00%","USA","Analyze"
"AVB","AvalonBay Communities, Inc","REITs","Large cap","Real Estate","$29,867,016,040","2.93%","USA","Analyze"
"FAST","Fastenal","Common stocks","Large cap","Industrials","$29,739,925,023","2.02%","USA","Analyze"
"LEN.B","Lennar Corporation Class B","Common stocks","Large cap","Consumer Discretionary","$29,704,647,111","0.80%","USA","Analyze"
"LEN","Lennar Corporation Class A","Common stocks","Large cap","Consumer Discretionary","$29,704,647,111","0.90%","USA","Analyze"
"KR","Kroger","Common stocks","Large cap","Consumer Staples","$29,685,925,034","1.82%","USA","Analyze"
"EPAM","Epam Systems Inc","Common stocks","Large cap","Information Technology","$29,508,153,333","0.00%","USA","Analyze"
"SWKS","Skyworks Solutions Inc","Common stocks","Large cap","Information Technology","$29,502,035,468","1.11%","USA","Analyze"
"ODFL","Old Dominion Freight Line Inc","Common stocks","Large cap","Industrials","$29,409,798,183","0.28%","USA","Analyze"
"EQR","Equity Residential","REITs","Large cap","Real Estate","$29,385,602,628","3.03%","USA","Analyze"
"CBRE","CBRE Group Inc","Common stocks","Large cap","Real Estate","$29,279,394,130","0.00%","USA","Analyze"
"AJG","Arthur J Gallagher","Common stocks","Large cap","Financials","$29,265,027,462","1.30%","USA","Analyze"
"NDAQ","Nasdaq Inc","Common stocks","Large cap","Financials","$29,220,099,807","1.12%","USA","Analyze"
"EFX","Equifax Inc","Common stocks","Large cap","Industrials","$29,085,686,689","0.65%","USA","Analyze"
"SYF","Synchrony Financial","Common stocks","Large cap","Financials","$28,963,622,581","1.75%","USA","Analyze"
"STT","State Street Corp","Common stocks","Large cap","Financials","$28,944,753,279","2.47%","USA","Analyze"
"NUE","Nucor Corp","Common stocks","Large cap","Materials","$28,933,704,532","1.65%","USA","Analyze"
"AMP","Ameriprise Finance Inc","Common stocks","Large cap","Financials","$28,818,589,115","1.70%","USA","Analyze"
"Z","Zillow Group Inc Class C","Common stocks","Large cap","Communication Services","$28,658,683,314","0.00%","USA","Analyze"
"ZG","Zillow Group Inc Class A","Common stocks","Large cap","Communication Services","$28,658,683,314","0.00%","USA","Analyze"
"SGEN","Seattle Genetics Inc","Common stocks","Large cap","Health Care","$28,524,566,806","0.00%","USA","Analyze"
"KEYS","Keysight Technologies Inc","Common stocks","Large cap","Information Technology","$28,516,666,314","0.00%","USA","Analyze"
"VIACA","ViacomCBS Inc. - Class A","Common stocks","Large cap","Communication Services","$28,512,327,992","1.96%","USA","Analyze"
"VIAC","ViacomCBS Inc. - Class B","Common stocks","Large cap","Communication Services","$28,512,327,992","2.17%","USA","Analyze"
"WEC","WEC Energy Group Inc","Common stocks","Large cap","Utilities","$28,420,651,243","2.88%","USA","Analyze"
"DAL","Delta Air Lines Inc","Common stocks","Large cap","Industrials","$28,419,510,567","0.68%","USA","Analyze"
"VRSK","Verisk Analytics Inc","Common stocks","Large cap","Industrials","$28,317,333,688","0.64%","USA","Analyze"
"BBY","Best Buy Inc","Common stocks","Large cap","Consumer Discretionary","$28,315,971,859","2.19%","USA","Analyze"
"LSXMA","Liberty Media Liberty Siriusxm Series A","Common stocks","Large cap","Communication Services","$28,302,503,339","9.68%","USA","Analyze"
"LSXMK","Liberty Media Liberty Siriusxm Series C","Common stocks","Large cap","Communication Services","$28,302,503,339","9.78%","USA","Analyze"
"FWONK","Liberty Media Formula One Corp Series C","Common stocks","Large cap","Communication Services","$28,302,503,339","0.00%","USA","Analyze"
"FWONA","Liberty Media Formula One Corp Series A","Common stocks","Large cap","Communication Services","$28,302,503,339","0.00%","USA","Analyze"
"AWK","American Water Works Inc","Common stocks","Large cap","Utilities","$28,169,463,295","1.44%","USA","Analyze"
"FITB","Fifth Third Bancorp","Common stocks","Large cap","Financials","$27,806,661,464","2.70%","USA","Analyze"
"YUMC","Yum China Holdings Inc","Common stocks","Large cap","Consumer Discretionary","$27,759,513,342","0.18%","China","Analyze"
"GRMN","Garmin Ltd","Common stocks","Large cap","Consumer Discretionary","$27,739,923,842","1.72%","USA","Analyze"
"ANET","Arista Networks Inc","Common stocks","Large cap","Information Technology","$27,627,012,744","0.00%","USA","Analyze"
"ES","Eversource Energy","Common stocks","Large cap","Utilities","$27,576,898,147","2.88%","USA","Analyze"
"MXIM","Maxim Integrated Products Inc","Common stocks","Large cap","Information Technology","$27,550,212,720","0.47%","USA","Analyze"
"HES","Hess Corp","Common stocks","Large cap","Energy","$27,548,197,483","1.11%","USA","Analyze"
"ZBRA","Zebra Technologies Corp","Common stocks","Large cap","Information Technology","$27,325,522,366","0.00%","USA","Analyze"
"ARE","Alexandria Real Estate Equities, Inc","REITs","Large cap","Real Estate","$27,239,989,344","2.31%","USA","Analyze"
"HUBS","Hubspot Inc","Common stocks","Large cap","Information Technology","$27,208,886,623","0.00%","USA","Analyze"
"BLL","Ball Corp","Common stocks","Large cap","Materials","$27,182,756,884","0.72%","USA","Analyze"
"TSN","Tyson Foods Inc Class A","Common stocks","Large cap","Consumer Staples","$27,128,132,000","2.33%","USA","Analyze"
"SIRI","Sirius Xm Holdings Inc","Common stocks","Large cap","Communication Services","$26,671,794,705","0.87%","USA","Analyze"
"WST","West Pharmaceutical Services Inc","Common stocks","Large cap","Health Care","$26,580,961,782","0.19%","USA","Analyze"
"LH","Laboratory Corporation Of America","Common stocks","Large cap","Health Care","$26,109,348,000","0.00%","USA","Analyze"
"KSU","Kansas City Southern","Common stocks","Large cap","Industrials","$26,049,788,784","0.67%","USA","Analyze"
"HRL","Hormel Foods Corp","Common stocks","Large cap","Consumer Staples","$25,889,497,511","1.98%","USA","Analyze"
"WY","Weyerhaeuser Company","REITs","Large cap","Real Estate","$25,690,582,350","1.48%","USA","Analyze"
"VRSN","Verisign Inc","Common stocks","Large cap","Information Technology","$25,646,680,235","0.00%","USA","Analyze"
"TDOC","Teladoc Inc","Common stocks","Large cap","Health Care","$25,512,205,783","0.00%","USA","Analyze"
"O","Realty Income Corporation","REITs","Large cap","Real Estate","$25,447,559,713","4.04%","USA","Analyze"
"DTE","DTE Energy","Common stocks","Large cap","Utilities","$25,430,590,678","3.21%","USA","Analyze"
"ED","Consolidated Edison Inc","Common stocks","Large cap","Utilities","$25,335,327,014","4.13%","USA","Analyze"
"OKE","Oneok Inc","Common stocks","Large cap","Energy","$25,195,093,147","6.40%","USA","Analyze"
"W","Wayfair Inc Class A","Common stocks","Large cap","Consumer Discretionary","$24,959,777,242","0.00%","USA","Analyze"
"GNRC","Generac Holdings Inc","Common stocks","Large cap","Industrials","$24,933,145,171","0.00%","USA","Analyze"
"DDOG","Datadog, Inc. - Class A","Common stocks","Large cap","Information Technology","$24,811,338,387","0.00%","USA","Analyze"
"RNG","Ringcentral Inc Class A","Common stocks","Large cap","Information Technology","$24,387,534,612","0.00%","USA","Analyze"
"BKR","Baker Hughes Company Class A","Common stocks","Large cap","Energy","$24,379,902,000","3.02%","USA","Analyze"
"NTRS","Northern Trust Corporation","Common stocks","Large cap","Financials","$24,200,465,589","1.79%","USA","Analyze"
"EXPE","Expedia Inc","Common stocks","Large cap","Consumer Discretionary","$24,186,049,204","0.00%","USA","Analyze"
"CDW","CDW Corp","Common stocks","Large cap","Information Technology","$24,082,762,238","0.92%","USA","Analyze"
"ABC","AmerisourceBergen Corp","Common stocks","Large cap","Health Care","$23,897,482,816","1.49%","USA","Analyze"
"ENPH","Enphase Energy Inc","Common stocks","Large cap","Information Technology","$23,800,228,142","0.00%","USA","Analyze"
"IP","International Paper","Common stocks","Large cap","Materials","$23,770,739,753","3.33%","USA","Analyze"
"FTV","Fortive Corp","Common stocks","Large cap","Industrials","$23,673,090,663","0.38%","USA","Analyze"
"CERN","Cerner Corp","Common stocks","Large cap","Health Care","$23,638,323,985","1.07%","USA","Analyze"
"MDB","MongoDB, Inc. Class A","Common stocks","Large cap","Information Technology","$23,565,386,331","0.00%","USA","Analyze"
"VMC","Vulcan Materials","Common stocks","Large cap","Materials","$23,562,674,520","0.80%","USA","Analyze"
"ETSY","Etsy Inc","Common stocks","Large cap","Consumer Discretionary","$23,488,560,110","0.00%","USA","Analyze"
"MKC","McCormick & Co  Non-voting","Common stocks","Large cap","Consumer Staples","$23,280,282,378","1.48%","USA","Analyze"
"SPLK","Splunk Inc","Common stocks","Large cap","Information Technology","$23,151,690,045","0.00%","USA","Analyze"
"GWW","W.W. Grainger Inc","Common stocks","Large cap","Industrials","$23,081,667,626","1.39%","USA","Analyze"
"NVCR","Novocure Ltd","Common stocks","Large cap","Health Care","$22,880,207,449","0.00%","USA","Analyze"
"DLTR","Dollar Tree Inc","Common stocks","Large cap","Consumer Discretionary","$22,812,663,311","0.00%","USA","Analyze"
"RCL","Royal Caribbean Cruises Ltd","Common stocks","Large cap","Consumer Discretionary","$22,712,794,018","0.00%","USA","Analyze"
"HIG","Hartford Financial Services Group","Common stocks","Large cap","Financials","$22,653,054,108","2.11%","USA","Analyze"
"URI","United Rentals Inc","Common stocks","Large cap","Industrials","$22,652,187,102","0.00%","USA","Analyze"
"WORK","Slack Technologies, Inc. Class A","Common stocks","Large cap","Information Technology","$22,616,744,587","0.00%","USA","Analyze"
"MLM","Martin Marietta Materials Inc","Common stocks","Large cap","Materials","$22,407,275,781","0.63%","USA","Analyze"
"DISH","Dish Network Corp Class A","Common stocks","Large cap","Communication Services","$22,307,362,791","0.00%","USA","Analyze"
"EXR","Extra Space Storage Inc","REITs","Large cap","Real Estate","$22,251,078,459","2.26%","USA","Analyze"
"PAYC","Paycom Software Inc","Common stocks","Large cap","Information Technology","$22,195,590,714","0.00%","USA","Analyze"
"LNG","Cheniere Energy Inc","Common stocks","Large cap","Energy","$22,169,304,223","0.00%","USA","Analyze"
"EXAS","Exact Sciences Corp","Common stocks","Large cap","Health Care","$22,056,267,071","0.00%","USA","Analyze"
"CLX","Clorox","Common stocks","Large cap","Consumer Staples","$21,970,319,983","2.49%","USA","Analyze"
"VTR","Ventas, Inc","REITs","Large cap","Real Estate","$21,874,449,960","3.05%","USA","Analyze"
"FLT","Fleetcor Technologies Inc","Common stocks","Large cap","Information Technology","$21,865,923,570","0.00%","USA","Analyze"
"FOX","Fox Corporation Class B","Common stocks","Large cap","Communication Services","$21,864,171,731","1.26%","USA","Analyze"
"FOXA","Fox Corporation Class A","Common stocks","Large cap","Communication Services","$21,864,171,731","1.20%","USA","Analyze"
"PPL","PPL Corporation","Common stocks","Large cap","Utilities","$21,774,808,976","5.74%","USA","Analyze"
"K","Kellogg","Common stocks","Large cap","Consumer Staples","$21,767,930,760","3.53%","USA","Analyze"
"BURL","Burlington Stores Inc","Common stocks","Large cap","Consumer Discretionary","$21,706,463,763","0.00%","USA","Analyze"
"WDC","Western Digital Corp","Common stocks","Large cap","Information Technology","$21,681,541,685","0.00%","USA","Analyze"
"EIX","Edison International","Common stocks","Large cap","Utilities","$21,627,969,021","4.49%","USA","Analyze"
"HZNP","Horizon Pharma Plc","Common stocks","Large cap","Health Care","$21,559,799,412","0.00%","USA","Analyze"
"INVH","Invitation Homes Inc","REITs","Large cap","Real Estate","$21,542,333,970","1.67%","USA","Analyze"
"TER","Teradyne Inc","Common stocks","Large cap","Information Technology","$21,539,801,886","0.31%","USA","Analyze"
"MGM","MGM Resorts International","Common stocks","Large cap","Consumer Discretionary","$21,529,612,136","0.02%","USA","Analyze"
"DOV","Dover Corp","Common stocks","Large cap","Industrials","$21,489,780,982","1.32%","USA","Analyze"
"CZR","Caesars Entertainment Corp","Common stocks","Large cap","Consumer Discretionary","$21,376,999,954","0.00%","USA","Analyze"
"HAL","Halliburton","Common stocks","Large cap","Energy","$21,299,870,610","0.75%","USA","Analyze"
"TRU","TransUnion","Common stocks","Large cap","Industrials","$21,255,343,000","0.29%","USA","Analyze"
"EXPD","Expeditors International Of Washington","Common stocks","Large cap","Industrials","$21,237,390,859","0.87%","USA","Analyze"
"COO","Cooper Companies, Inc.","Common stocks","Large cap","Health Care","$21,145,814,058","0.02%","USA","Analyze"
"XYL","Xylem Inc","Common stocks","Large cap","Industrials","$21,037,859,792","0.92%","USA","Analyze"
"AEE","Ameren Corp","Common stocks","Large cap","Utilities","$20,888,871,077","2.56%","USA","Analyze"
"WAT","Waters Corp","Common stocks","Large cap","Health Care","$20,841,194,214","0.00%","USA","Analyze"
"IT","Gartner Inc","Common stocks","Large cap","Information Technology","$20,826,216,192","0.00%","USA","Analyze"
"KMX","Carmax Inc","Common stocks","Large cap","Consumer Discretionary","$20,785,454,726","0.00%","USA","Analyze"
"TSCO","Tractor Supply","Common stocks","Large cap","Consumer Discretionary","$20,779,499,552","1.02%","USA","Analyze"
"AVTR","Avantor, Inc.","Common stocks","Large cap","Health Care","$20,770,691,797","0.00%","USA","Analyze"
"DKNG","DraftKings Inc. - Class A","Common stocks","Large cap","Consumer Discretionary","$20,718,682,431","0.00%","USA","Analyze"
"CHD","Church And Dwight Inc","Common stocks","Large cap","Consumer Staples","$20,657,062,325","1.16%","USA","Analyze"
"QRVO","Qorvo, Inc.","Common stocks","Large cap","Information Technology","$20,642,791,980","0.00%","USA","Analyze"
"KEY","Keycorp","Common stocks","Large cap","Financials","$20,633,243,252","3.43%","USA","Analyze"
"ALNY","Alnylam Pharmaceuticals Inc","Common stocks","Large cap","Health Care","$20,616,224,566","0.00%","USA","Analyze"
"IR","Ingersoll Rand Plc","Common stocks","Large cap","Industrials","$20,544,798,193","4.33%","USA","Analyze"
"FE","Firstenergy Corp","Common stocks","Large cap","Utilities","$20,503,607,284","4.07%","USA","Analyze"
"ETR","Entergy Corp","Common stocks","Large cap","Utilities","$20,424,530,815","3.67%","USA","Analyze"
"TRMB","Trimble Inc","Common stocks","Large cap","Information Technology","$20,340,719,167","0.00%","USA","Analyze"
"LYV","Live Nation Entertainment Inc","Common stocks","Large cap","Communication Services","$20,250,067,376","0.00%","USA","Analyze"
"PCG","Pacific Gas & Electric Co.","Common stocks","Large cap","Utilities","$20,188,525,000","0.00%","USA","Analyze"
"CFG","Citizens Financial Group Inc","Common stocks","Large cap","Financials","$20,159,274,425","3.25%","USA","Analyze"
"DVN","Devon Energy Corp","Common stocks","Large cap","Energy","$20,144,544,000","1.47%","USA","Analyze"
"TTWO","Take Two Interactive Software Inc","Common stocks","Large cap","Communication Services","$20,103,342,085","0.00%","USA","Analyze"
"LB","L Brands Inc","Common stocks","Large cap","Consumer Discretionary","$20,005,875,785","0.21%","USA","Analyze"
"ESS","Essex Property Trust, Inc","REITs","Large cap","Real Estate","$19,977,414,989","2.67%","USA","Analyze"
"RF","Regions Financial Corp","Common stocks","Large cap","Financials","$19,802,479,158","2.98%","USA","Analyze"
"LYFT","Lyft, Inc. - Class A","Common stocks","Large cap","Industrials","$19,715,024,435","0.00%","USA","Analyze"
"UI","Ubiquiti Inc.","Common stocks","Large cap","Information Technology","$19,684,690,806","0.51%","USA","Analyze"
"SUI","Sun Communities, Inc","REITs","Large cap","Real Estate","$19,583,431,087","1.81%","USA","Analyze"
"MAA","Mid-America Apartment Communities, Inc","REITs","Large cap","Real Estate","$19,479,926,298","2.35%","USA","Analyze"
"MTB","M&T Bank Corp","Common stocks","Large cap","Financials","$19,469,164,724","2.88%","USA","Analyze"
"ALB","Albemarle Corp","Common stocks","Large cap","Materials","$19,465,698,922","0.93%","USA","Analyze"
"TFX","Teleflex Inc","Common stocks","Large cap","Health Care","$19,263,675,550","0.33%","USA","Analyze"
"HPE","Hewlett Packard Enterprise","Common stocks","Large cap","Information Technology","$19,249,371,954","3.22%","USA","Analyze"
"CINF","Cincinnati Financial Corp","Common stocks","Large cap","Financials","$19,183,386,939","2.05%","USA","Analyze"
"ULTA","Ulta Beauty Inc","Common stocks","Large cap","Consumer Discretionary","$19,102,720,986","0.00%","USA","Analyze"
"INCY","Incyte Corp","Common stocks","Large cap","Health Care","$19,095,955,508","0.00%","USA","Analyze"
"AKAM","Akamai Technologies Inc","Common stocks","Large cap","Information Technology","$19,061,877,561","0.00%","USA","Analyze"
"SSNC","SS&C Technologies Holdings, Inc.","Common stocks","Large cap","Information Technology","$18,814,631,500","0.81%","USA","Analyze"
"ALLY","Ally Financial Inc","Common stocks","Large cap","Financials","$18,812,039,080","1.49%","USA","Analyze"
"COUP","Coupa Software Inc","Common stocks","Large cap","Information Technology","$18,793,807,812","0.00%","USA","Analyze"
"DRI","Darden Restaurants Inc","Common stocks","Large cap","Consumer Discretionary","$18,781,592,146","1.07%","USA","Analyze"
"BXP","Boston Properties, Inc","REITs","Large cap","Real Estate","$18,697,695,390","3.22%","USA","Analyze"
"BR","Broadridge Financial Solutions Inc","Common stocks","Large cap","Information Technology","$18,660,236,805","1.42%","USA","Analyze"
"CTLT","Catalent Inc","Common stocks","Large cap","Health Care","$18,594,483,925","0.00%","USA","Analyze"
"BIO","Bio Rad Laboratories Inc Class A","Common stocks","Large cap","Health Care","$18,583,400,888","0.00%","USA","Analyze"
"CRL","Charles River Laboratories International","Common stocks","Large cap","Health Care","$18,488,010,271","0.00%","USA","Analyze"
"TYL","Tyler Technologies Inc","Common stocks","Large cap","Information Technology","$18,466,853,617","0.00%","USA","Analyze"
"PODD","Insulet Corp","Common stocks","Large cap","Health Care","$18,445,937,498","0.00%","USA","Analyze"
"GPC","Genuine Parts","Common stocks","Large cap","Consumer Discretionary","$18,441,878,372","2.49%","USA","Analyze"
"NTAP","NetApp Inc","Common stocks","Large cap","Information Technology","$18,402,041,961","2.30%","USA","Analyze"
"PEAK","Healthpeak Properties, Inc.","REITs","Large cap","Real Estate","$18,318,359,148","3.88%","USA","Analyze"
"POOL","Pool Corp","Common stocks","Large cap","Consumer Discretionary","$18,290,691,824","0.56%","USA","Analyze"
"HEI","Heico Corp","Common stocks","Large cap","Industrials","$18,148,361,162","0.11%","USA","Analyze"
"HEI.A","Heico Corporation Class A","Common stocks","Large cap","Industrials","$18,148,361,162","0.12%","USA","Analyze"
"RJF","Raymond James Inc","Common stocks","Large cap","Financials","$18,147,435,078","1.14%","USA","Analyze"
"AMCR","Amcor plc","Common stocks","Large cap","Materials","$18,134,560,493","3.97%","United Kingdom","Analyze"
"PLUG","Plug Power Inc","Common stocks","Large cap","Industrials","$18,100,912,502","0.00%","USA","Analyze"
"DRE","Duke Realty Corporation","REITs","Large cap","Real Estate","$18,036,791,487","2.06%","USA","Analyze"
"BILL","Bill.com Holdings, Inc.","Common stocks","Large cap","Information Technology","$17,845,203,487","0.00%","USA","Analyze"
"J","Jacobs Engineering Group Inc.","Common stocks","Large cap","Industrials","$17,818,674,378","0.58%","USA","Analyze"
"STNE","Stoneco Ltd. - Class A","Common stocks","Large cap","Information Technology","$17,809,396,218","0.00%","Brazil","Analyze"
"DPZ","Dominos Pizza Inc","Common stocks","Large cap","Consumer Discretionary","$17,782,627,426","0.75%","USA","Analyze"
"MKTX","Marketaxess Holdings Inc","Common stocks","Large cap","Financials","$17,774,381,484","0.54%","USA","Analyze"
"STE","STERIS PLC","Common stocks","Large cap","Health Care","$17,655,924,928","0.77%","USA","Analyze"
"NVR","NVR, Inc.","Common stocks","Large cap","Consumer Discretionary","$17,619,960,017","0.00%","USA","Analyze"
"VTRS","Viatris Inc.","Common stocks","Large cap","Health Care","$17,610,110,679","0.75%","USA","Analyze"
"VMW","VMWare Inc Class A","Common stocks","Large cap","Information Technology","$17,551,741,177","17.59%","USA","Analyze"
"PFG","Principal Financial Group Inc","Common stocks","Large cap","Financials","$17,506,720,059","3.51%","USA","Analyze"
"AES","AES Corp","Common stocks","Large cap","Utilities","$17,469,267,297","2.22%","USA","Analyze"
"UAL","United Continental Holdings Inc","Common stocks","Large cap","Industrials","$17,434,396,326","0.00%","USA","Analyze"
"FANG","Diamondback Energy Inc","Common stocks","Large cap","Energy","$17,431,856,512","1.59%","USA","Analyze"
"CMS","CMS Energy Corp","Common stocks","Large cap","Utilities","$17,405,203,343","2.77%","USA","Analyze"
"ZEN","Zendesk Inc","Common stocks","Large cap","Information Technology","$17,398,799,193","0.00%","USA","Analyze"
"AVY","Avery Dennison Corp","Common stocks","Large cap","Materials","$17,321,222,810","0.90%","USA","Analyze"
"OMC","Omnicom Group Inc","Common stocks","Large cap","Communication Services","$17,258,081,065","3.32%","USA","Analyze"
"VICI","VICI Properties Inc","REITs","Large cap","Real Estate","$17,120,945,473","4.96%","USA","Analyze"
"JBHT","JB Hunt Transport Services Inc","Common stocks","Large cap","Industrials","$17,118,702,972","0.69%","USA","Analyze"
"CAG","Conagra Brands Inc","Common stocks","Large cap","Consumer Staples","$17,110,105,737","2.88%","USA","Analyze"
"PKI","Perkinelmer Inc","Common stocks","Large cap","Health Care","$17,086,057,805","0.18%","USA","Analyze"
"WIX","Wix.Com Ltd","Common stocks","Large cap","Information Technology","$16,980,892,895","0.00%","Israel","Analyze"
"TECH","Bio-Techne Corp","Common stocks","Large cap","Health Care","$16,977,766,566","0.29%","USA","Analyze"
"DGX","Quest Diagnostics Inc","Common stocks","Large cap","Health Care","$16,934,618,070","1.77%","USA","Analyze"
"CE","Celanese Corporation","Common stocks","Large cap","Materials","$16,916,284,186","1.72%","USA","Analyze"
"HOLX","Hologic Inc","Common stocks","Large cap","Health Care","$16,883,194,149","0.00%","USA","Analyze"
"DT","Dynatrace, Inc.","Common stocks","Large cap","Information Technology","$16,865,198,163","0.00%","USA","Analyze"
"XPO","XPO Logistics Inc","Common stocks","Large cap","Industrials","$16,769,989,267","0.00%","USA","Analyze"
"ROL","Rollins Inc","Common stocks","Large cap","Industrials","$16,735,017,120","0.78%","USA","Analyze"
"BEN","Franklin Resources Inc","Common stocks","Large cap","Financials","$16,733,426,721","3.26%","USA","Analyze"
"MPWR","Monolithic Power Systems Inc","Common stocks","Large cap","Information Technology","$16,731,322,720","0.57%","USA","Analyze"
"RPRX","Royalty Pharma plc - Class A","Common stocks","Large cap","Health Care","$16,727,863,834","1.49%","USA","Analyze"
"IEX","IDEX Corp","Common stocks","Large cap","Industrials","$16,691,159,454","0.92%","USA","Analyze"
"CG","Carlyle Group","Common stocks","Large cap","Financials","$16,657,821,312","1.58%","USA","Analyze"
"CAH","Cardinal Health Inc","Common stocks","Large cap","Health Care","$16,619,673,259","3.35%","USA","Analyze"
"ELAN","Elanco Animal Health Incorporated","Common stocks","Large cap","Health Care","$16,573,778,544","0.00%","USA","Analyze"
"TXG","10x Genomics, Inc.","Common stocks","Large cap","Health Care","$16,557,324,248","0.00%","USA","Analyze"
"MKL","Markel Corp","Common stocks","Large cap","Financials","$16,449,250,118","0.00%","USA","Analyze"
"PTC","PTC Inc","Common stocks","Large cap","Information Technology","$16,206,593,044","0.00%","USA","Analyze"
"PPD","PPD, Inc.","Common stocks","Large cap","Health Care","$16,180,020,154","0.00%","USA","Analyze"
"AGR","Avangrid Inc","Common stocks","Large cap","Utilities","$16,167,670,660","3.32%","USA","Analyze"
"BSY","Bentley Systems, Inc Class B","Common stocks","Large cap","Information Technology","$16,132,517,985","0.15%","USA","Analyze"
"ATUS","Altice USA, Inc. Class A","Common stocks","Large cap","Communication Services","$16,019,940,211","0.00%","USA","Analyze"
"ON","ON Semiconductor Corp","Common stocks","Large cap","Information Technology","$16,017,073,831","0.00%","USA","Analyze"
"ENTG","Entegris Inc","Common stocks","Large cap","Information Technology","$15,955,241,808","0.27%","USA","Analyze"
"EMN","Eastman Chemical","Common stocks","Large cap","Materials","$15,919,860,899","2.32%","USA","Analyze"
"ACGL","Arch Capital Group Ltd","Common stocks","Large cap","Financials","$15,862,229,883","0.00%","USA","Analyze"
"TDY","Teledyne Technologies Inc","Common stocks","Large cap","Industrials","$15,852,336,659","0.00%","USA","Analyze"
